num_bids,shipping_expenses,timer,winner_modality,winner_num_bids,item_category_encoded,log_bid,log_price,log_winner_expenses,additional_cost_to_win
22,1.0,10,1,11,0,0.20701416938432612,1.791759469228055,1.2325602611778486,2.2
1070,1.0,8,1,23,3,2.460443177609626,3.58351893845611,1.6074359097634274,-6.720000000000001
315,1.0,5,0,55,3,1.425515074273172,1.791759469228055,2.21375387928743,4.99
1682,1.0,8,0,30,3,2.8814431271518632,4.663344750039164,1.7749523509116738,-11.94
142,1.0,8,1,46,3,0.8878912573524571,2.3978952727983707,2.0769384114617173,5.550000000000001
10,1.0,8,0,3,3,0.10436001532424277,2.70805020110221,0.8712933659434192,1.2799999999999998
1709,4.99,10,1,34,6,2.89591193827178,4.509760001183433,2.3427668826268775,-7.690000000000001
111,0.0,8,1,12,3,0.7514160886839212,3.367295829986474,0.9400072584914712,0.43999999999999995
55,1.0,8,1,27,3,0.4510756193602167,2.3978952727983707,1.706564623164823,3.94
446,4.99,8,0,34,1,1.6992786164338898,3.711130063048756,2.3427668826268775,4.94
427,7.99,8,1,167,6,1.6639260977181702,3.32862668882732,3.4242626545931514,25.42
1012,4.99,8,1,26,6,2.4096441652874536,4.382026634673881,2.237513096250331,-1.7599999999999998
309,7.99,8,1,11,6,1.410986973710262,3.32862668882732,2.343727036325221,6.32
61,1.0,8,1,6,3,0.4824261492442927,3.713572066704308,1.0224509277025458,1.1600000000000001
214,1.0,10,1,45,3,1.1474024528375417,3.58351893845611,2.0605135317943173,4.700000000000001
142,1.0,10,1,45,0,0.8878912573524571,2.3978952727983707,2.0605135317943173,5.420000000000001
628,4.99,10,1,75,1,1.986503546020567,4.023564380161053,2.756205242989257,8.45
113,1.0,8,0,46,3,0.7654678421395714,2.7073833121145063,2.0769384114617173,5.83
52,0.0,8,1,20,3,0.4252677354043441,2.70805020110221,1.2809338454620642,2.0700000000000003
3018,4.99,10,1,1028,1,3.4404180948154366,4.509760001183433,4.938996066954103,108.43000000000002
388,4.99,8,1,48,6,1.5871923034867808,3.634951112088381,2.503891949699081,7.34
196,1.0,10,1,95,0,1.0885619528146082,2.3978952727983707,2.66374994220563,11.379999999999999
140,1.0,10,1,48,3,0.8796267475025636,2.0794415416798357,2.1090003439213802,5.83
61,1.0,8,0,3,3,0.4824261492442927,2.7073833121145063,0.8712933659434192,0.7699999999999999
91,1.0,7,1,41,0,0.6523251860396903,3.044522437723423,1.9919755158985601,5.41
383,1.0,8,0,16,0,1.5769147207285403,4.394449154672439,1.4060969884160703,-0.7599999999999998
1061,4.99,8,1,33,6,2.4527277514237653,5.080783053998338,2.330200260027019,-1.3399999999999999
323,1.0,5,0,73,3,1.4445632692438664,1.791759469228055,2.4414770918606643,7.25
450,1.0,8,1,18,0,1.7083778602890038,5.081404364984463,1.4678743481123135,-1.1799999999999997
121,5.9,10,1,55,6,0.7975071958841881,3.039749158970765,2.642622395779755,11.83
359,4.9,10,1,75,6,1.5260563034950494,3.254242968705492,2.750470916986162,11.05
67,1.0,8,1,21,3,0.5247285289349821,2.3978952727983707,1.5539252025038417,3.04
186,1.0,5,0,4,3,1.0543120297715298,1.791759469228055,0.9242589015233319,-0.3500000000000001
317,1.0,7,1,55,0,1.430311246536665,3.044522437723423,2.21375387928743,4.970000000000001
380,1.0,8,1,129,3,1.5706970841176697,3.258096538021482,2.9322598505984176,13.959999999999999
300,1.0,8,1,73,3,1.3887912413184778,2.3978952727983707,2.4414770918606643,7.48
131,1.0,8,1,30,3,0.8415671856782186,2.3978952727983707,1.7749523509116738,3.58
189,1.0,8,0,8,3,1.0647107369924282,3.044522437723423,1.1118575154181303,0.14000000000000012
7,1.0,10,0,4,0,0.07696104113612832,2.3978952727983707,0.9242589015233319,1.44
134,1.0,5,0,28,3,0.8544153281560676,1.791759469228055,1.7298840655099676,3.2900000000000005
359,1.0,8,0,29,3,1.5260563034950494,4.61512051684126,1.7526720805200082,1.1699999999999995
1529,1.0,8,1,52,3,2.791165107812717,4.262539022051294,2.1701959049483,-7.540000000000001
566,1.0,8,1,113,6,1.8976198599275322,4.025173103360802,2.8148097376737438,10.02
405,1.0,8,1,118,3,1.6213664832993742,2.3978952727983707,2.853015971352396,12.280000000000001
143,1.0,10,1,41,0,0.8919980393051105,1.791759469228055,1.9919755158985601,4.890000000000001
361,1.0,8,0,5,0,1.5303947050936475,4.61512051684126,0.9745596399981308,-1.9700000000000002
24,1.0,8,1,4,3,0.22314355131420976,2.3978952727983707,0.9242589015233319,1.27
727,1.0,8,1,239,6,2.1138429683971682,5.303304908059076,3.4986265269937014,24.79
1329,1.0,8,1,32,3,2.6602595372658615,3.9318256327243257,1.8180767775454285,-8.14
1409,1.0,8,1,519,0,2.714694743820879,5.5254529391317835,4.2408950047047895,54.37
61,1.0,5,0,6,3,0.4824261492442927,1.791759469228055,1.0224509277025458,1.1600000000000001
19,1.0,10,1,7,0,0.1906203596086497,2.3978952727983707,1.068153081183401,1.7
613,4.99,8,1,5,1,1.965712776351493,5.080783053998338,1.8931119634883427,-0.4999999999999991
13552,7.99,8,1,3859,6,4.91654437069666,6.186208623900494,6.235704006716925,374.13
113,1.0,8,1,54,3,0.7654678421395714,2.70805020110221,2.199444334074532,6.869999999999999
316,1.0,7,1,30,0,1.4279160358107101,3.044522437723423,1.7749523509116738,1.7300000000000004
112,1.0,10,1,3,0,0.76080582903376,2.3978952727983707,0.8712933659434192,0.25
71,1.0,8,1,29,3,0.5423242908253617,3.044522437723423,1.7526720805200082,4.05
314,1.0,8,1,20,3,1.423108334242607,4.110873864173311,1.5260563034950494,0.4500000000000002
489,1.0,8,1,147,3,1.7749523509116738,2.70805020110221,3.0497468618602293,15.209999999999999
349,5.9,8,0,88,1,1.5040773967762742,2.766319109226186,2.909084466828319,13.840000000000003
2011,1.0,8,1,997,0,3.050220458838061,3.9318256327243257,4.879843003846233,110.49000000000001
968,1.0,8,1,130,3,2.3693087250369538,2.772588722239781,2.9391619220655967,8.210000000000003
826,1.0,8,1,45,0,2.2278615467981093,4.795790545596741,2.0605135317943173,-1.4299999999999988
102,1.0,8,1,41,3,0.708035793053696,2.7073833121145063,1.9919755158985601,5.3
19491,7.99,8,1,947,6,5.277706412643912,7.170119543449628,4.883559211528279,-63.81999999999999
1100,1.0,8,1,439,6,2.485739636091892,5.993961427306569,4.078723181319144,47.06
213,1.0,7,1,42,0,1.144222799920162,3.044522437723423,2.0095554142156695,4.32
287,1.0,8,1,72,3,1.355835153635182,2.772588722239781,2.4300984132930052,7.4799999999999995
44,1.0,10,0,22,0,0.37156355643248307,1.791759469228055,1.5810384379124023,3.4099999999999997
139,5.9,8,0,69,1,0.8754687373538999,2.766319109226186,2.7644305345383176,13.469999999999999
1400,1.0,8,1,343,3,2.7087166456453704,3.258096538021482,3.8413859258287055,31.580000000000005
2527,1.0,10,1,27,3,3.26880819361641,4.9486889658772695,1.706564623164823,-20.770000000000003
1439,1.0,8,0,34,3,2.7343675094195836,5.170483995038151,1.8594181177018698,-8.98
16,1.0,10,1,7,0,0.16551443847757338,1.791759469228055,1.068153081183401,1.73
675,1.0,8,1,26,3,2.048982334195127,4.9486889658772695,1.682688374173693,-2.38
46,1.0,5,0,5,3,0.3920420877760237,1.791759469228055,0.9745596399981308,1.17
275,1.0,8,1,15,3,1.324418957401803,2.3978952727983707,1.3737155789130306,0.1900000000000004
581,1.0,10,0,13,3,1.9198594718553708,4.262539022051294,1.3056264580524357,-3.1300000000000003
286,1.0,5,0,18,3,1.3532545070416904,1.791759469228055,1.4678743481123135,0.46999999999999975
195,1.0,8,1,9,3,1.085189268335969,2.3978952727983707,1.1537315878891892,0.20999999999999996
4240,4.99,8,0,12,1,3.770689829311502,5.080783053998338,2.0215475632609334,-35.86
13,1.0,8,0,3,3,0.1310282624064041,2.7073833121145063,0.8712933659434192,1.25
118,1.0,7,1,45,0,0.7884573603642702,3.044522437723423,2.0605135317943173,5.65
381,1.0,8,1,82,6,1.5727739280625088,4.07753744390572,2.5384474167160302,7.84
240,1.0,8,1,41,3,1.2267122912954254,3.258096538021482,1.9919755158985601,3.92
146,1.0,10,0,61,0,0.9042181506398859,2.3978952727983707,2.295560478057081,7.46
292,0.0,8,0,41,3,1.3686394258811698,3.367295829986474,1.8453002361560848,2.4
876,0.0,8,1,204,3,2.280339484046726,2.70805020110221,3.314913013065143,17.740000000000002
1237,1.0,8,1,209,6,2.5937610547000824,4.025173103360802,3.37314078387963,15.790000000000001
252,1.0,5,0,9,3,1.2612978709452054,1.791759469228055,1.1537315878891892,-0.3599999999999999
136,1.0,10,1,67,3,0.8628899551470398,2.0794415416798357,2.3711778844596574,8.34
254,0.0,8,1,65,3,1.2669476034873244,2.70805020110221,2.2460147415056513,5.900000000000001
172,1.0,8,1,54,3,1.0043016091968684,2.3978952727983707,2.199444334074532,6.289999999999999
128,1.0,8,0,43,0,0.8285518175661483,3.9318256327243257,2.0268315914075385,5.3
77,1.0,5,0,34,3,0.5766133643039938,1.791759469228055,1.8594181177018698,4.64
33,1.0,10,0,11,0,0.29266961396282004,1.791759469228055,1.2325602611778486,2.0900000000000003
56,1.0,10,0,4,0,0.4574248470388754,1.791759469228055,0.9242589015233319,0.9400000000000001
624,1.0,8,1,306,3,1.9810014688665833,3.5832411220909393,3.7324177561284198,34.53
2229,1.0,5,0,57,3,3.1484533605716547,4.795790545596741,2.2417729535972883,-13.89
555,1.0,8,1,66,3,1.8809906029559975,4.61512051684126,2.3589654264301534,4.0200000000000005
291,1.0,10,1,3,0,1.366091653802371,2.3978952727983707,0.8712933659434192,-1.53
61865,7.99,8,1,11362,1,6.429187078275015,7.478734825567875,7.303876872087149,866.38
202,1.0,8,0,35,3,1.1085626195212777,2.70805020110221,1.8794650496471605,3.52
13,1.0,5,0,7,0,0.13976194237515868,1.791759469228055,1.068153081183401,1.76
192,1.0,8,1,34,3,1.0750024230289759,2.772588722239781,1.8594181177018698,3.49
357,1.0,8,1,50,3,1.5216989981260935,3.4339872044851463,2.1400661634962708,3.92
285,1.0,8,1,21,3,1.3506671834767394,2.3978952727983707,1.5539252025038417,0.8700000000000001
182,1.0,5,0,31,3,1.0402767116551463,1.791759469228055,1.7967470107390942,3.2
131,1.0,10,1,46,0,0.8415671856782186,2.3978952727983707,2.0769384114617173,5.66
2216,1.0,8,1,163,6,3.142858338444285,4.605170185988092,3.1437211512674406,0.019999999999999574
670,1.0,10,0,268,0,2.0425181875752383,5.303304908059076,3.6065842113871063,29.130000000000003
322,1.0,8,1,133,3,1.4422019930581866,2.3978952727983707,2.9595868269176377,15.059999999999999
323,1.0,8,1,76,3,1.4445632692438664,3.58351893845611,2.474856313934499,7.640000000000001
151,1.0,8,0,46,3,0.9242589015233319,2.70805020110221,2.0769384114617173,5.460000000000001
224,5.99,10,1,42,6,1.1786549963416462,2.833213344056216,2.5217206229107165,9.2
147,1.0,10,1,33,0,0.9082585601768908,1.791759469228055,1.8389610707123492,3.81
74,0.0,8,1,34,3,0.5596157879354227,2.70805020110221,1.6900958154515549,3.67
31,1.0,6,1,15,0,0.2776317365982795,1.791759469228055,1.3737155789130306,2.6300000000000003
1059,1.0,8,1,30,3,2.451005098112319,4.2626798770413155,1.7749523509116738,-5.699999999999999
46,1.0,5,0,19,3,0.3920420877760237,1.791759469228055,1.4973884086254776,2.99
128,1.0,10,1,18,0,0.8285518175661483,2.3978952727983707,1.4678743481123135,2.05
67,1.0,10,1,26,3,0.5247285289349821,2.0794415416798357,1.682688374173693,3.69
51,1.0,6,1,25,0,0.41871033485818504,3.044522437723423,1.6582280766035324,3.73
80,1.0,8,1,30,0,0.598836501088704,3.044522437723423,1.7749523509116738,4.08
256,1.0,10,1,43,0,1.2725655957915476,2.3978952727983707,2.0268315914075385,4.02
11,5.9,8,1,6,1,0.11332868530700317,2.766319109226186,2.038619547159581,6.560000000000001
1425,4.99,8,1,43,6,2.725235025856311,5.075173815233827,2.449279472144849,-3.6799999999999997
15,1.0,5,0,3,0,0.14842000511827327,2.3978952727983707,0.8712933659434192,1.23
719,5.99,8,1,6,6,2.1041341542702074,4.499809670330265,2.050270164379556,-0.4299999999999997
22,1.0,8,1,12,3,0.2151113796169455,2.7073833121145063,1.269760544863939,2.3200000000000003
19,1.0,5,0,10,0,0.18232155679395465,1.791759469228055,1.1939224684724346,2.0999999999999996
61,1.0,5,0,30,3,0.4824261492442927,3.58351893845611,1.7749523509116738,4.28
2152,1.0,12,1,270,0,3.11529150861163,4.61512051684126,3.6136169696133895,14.560000000000002
88,1.0,8,1,35,3,0.636576829071551,2.3978952727983707,1.8794650496471605,4.66
78,1.0,5,0,16,3,0.5822156198526637,3.58351893845611,1.4060969884160703,2.29
226,1.0,10,1,54,0,1.184789984909162,2.3978952727983707,2.199444334074532,5.75
42,1.0,8,1,21,3,0.3576744442718159,2.70805020110221,1.5539252025038417,3.3
148,1.0,8,0,20,3,0.9122827104766162,3.58351893845611,1.5260563034950494,2.1100000000000003
25,0.0,8,1,13,3,0.23111172096338664,2.70805020110221,0.9895411936137477,1.43
11375,4.99,8,1,5210,1,4.742930125692577,6.813444599510896,6.526919366819405,568.5200000000002
425,1.0,8,1,20,0,1.6620303625532709,4.394449154672439,1.5260563034950494,-0.6699999999999995
619,1.0,8,1,103,0,1.9740810260220096,4.394449154672439,2.733717947850788,8.190000000000001
27,1.0,6,1,14,0,0.25464221837358075,2.3978952727983707,1.340250422618484,2.5300000000000002
16,1.0,8,1,9,3,0.16551443847757338,2.3978952727983707,1.1537315878891892,1.99
130,1.0,8,1,65,6,0.8372475245337022,4.025173103360802,2.34660197841082,8.139999999999999
307,7.99,8,0,58,6,1.4060969884160703,3.32862668882732,2.8051769118329326,12.45
41,1.0,6,1,21,0,0.35065687161316933,1.791759469228055,1.5539252025038417,3.31
1534,1.0,8,1,39,0,2.794227897343262,5.081404364984463,1.9558604799084813,-9.28
269,1.0,8,0,57,3,1.308332819650179,3.58351893845611,2.2417729535972883,5.71
164,1.0,8,0,41,0,0.9745596399981308,3.9318256327243257,1.9919755158985601,4.68
201,0.0,8,1,46,3,1.1052568313867783,4.2626798770413155,1.9430489167742813,3.9600000000000004
639,1.0,8,1,35,0,2.0014800002101243,4.61512051684126,1.8794650496471605,-0.8500000000000005
1018,1.0,8,1,490,3,2.4159137783010487,3.58351893845611,4.185098925490565,54.5
419,1.0,5,0,59,3,1.6486586255873816,3.58351893845611,2.269028309465203,4.47
543,1.0,10,1,187,0,1.8625285401162623,2.3978952727983707,3.269949095052201,19.869999999999997
2295,1.0,12,0,81,3,3.176803048446293,4.9486889658772695,2.528125768907977,-11.44
21,1.0,10,1,11,3,0.1988508587451652,2.0794415416798357,1.2325602611778486,2.21
238,1.0,8,0,14,3,1.220829921392359,4.2626798770413155,1.340250422618484,0.43000000000000016
50,1.0,8,1,6,3,0.412109650826833,2.3978952727983707,1.0224509277025458,1.27
215,1.0,8,1,55,3,1.1505720275988207,3.4339872044851463,2.21375387928743,5.99
199,1.0,8,1,14,0,1.0986122886681098,4.61512051684126,1.340250422618484,0.8200000000000003
147,1.0,6,0,29,0,0.9082585601768908,3.9318256327243257,1.7526720805200082,3.2899999999999996
278,1.0,6,1,32,0,1.332366019094335,4.61512051684126,1.8180767775454285,2.37
142,1.0,6,0,31,0,0.8878912573524571,3.044522437723423,1.7967470107390942,3.6000000000000005
69,1.0,5,0,10,0,0.5306282510621704,3.044522437723423,1.1939224684724346,1.5999999999999999
1210,1.0,8,1,171,3,2.5733752977756086,3.58351893845611,3.1875915348284343,11.120000000000001
376,1.0,10,1,34,3,1.56234630490025,3.58351893845611,1.8594181177018698,1.65
108,1.0,5,0,14,3,0.7371640659767197,1.791759469228055,1.340250422618484,1.7300000000000002
294,1.0,5,0,20,3,1.3737155789130306,3.713572066704308,1.5260563034950494,0.6499999999999999
288,0.0,8,1,58,3,1.358409157630355,3.367295829986474,2.1447610078004784,4.65
686,1.0,8,1,12,3,2.063058062429312,4.262539022051294,1.269760544863939,-4.3100000000000005
165,1.0,8,1,22,3,0.9783261227936076,4.795790545596741,1.5810384379124023,2.2
80,1.0,10,1,39,0,0.5933268452777344,1.791759469228055,1.9558604799084813,5.26
253,1.0,5,0,3,0,1.264126727145683,3.044522437723423,0.8712933659434192,-1.1500000000000001
245,1.0,8,0,30,3,1.2412685890696329,4.262539022051294,1.7749523509116738,2.4400000000000004
281,1.0,8,1,109,0,1.3402504226184837,2.3978952727983707,2.7831576735890153,12.35
167,1.0,5,0,66,0,0.9858167945227653,1.791759469228055,2.3589654264301534,7.9
182,1.0,8,1,11,3,1.0402767116551463,4.709530201312334,1.2325602611778486,0.6000000000000001
50,1.0,6,0,5,0,0.412109650826833,1.791759469228055,0.9745596399981308,1.14
337,1.0,5,0,18,3,1.4770487243883548,1.791759469228055,1.4678743481123135,-0.040000000000000036
62,1.0,6,1,28,0,0.48858001481867097,2.3978952727983707,1.7298840655099679,4.010000000000002
26678,9.9,8,1,12,2,5.590203091260391,6.8033942636573945,2.522523513359307,-255.33
19,5.9,8,1,9,1,0.1906203596086497,2.766319109226186,2.0881534822818573,6.86
507,1.0,8,1,22,0,1.8050046959780757,4.61512051684126,1.5810384379124023,-1.2200000000000002
50,1.0,8,0,15,3,0.412109650826833,2.772588722239781,1.3737155789130306,2.4400000000000004
247,1.0,8,1,10,3,1.247032293786383,3.258096538021482,1.1939224684724346,-0.18000000000000016
745,7.99,10,0,51,6,2.135349173618132,4.393213824064446,2.7485521444115397,7.159999999999999
66,1.0,8,1,29,3,0.5128236264286637,2.3978952727983707,1.7526720805200082,4.1
3453,1.0,8,1,156,0,3.570658822726505,5.017279836814924,3.1036894150590832,-13.259999999999998
83,1.0,6,1,19,0,0.6097655716208943,3.044522437723423,1.4973884086254776,2.6300000000000003
219,1.0,8,1,36,0,1.1631508098056809,4.795790545596741,1.8991179875485542,3.4799999999999995
124,1.0,5,0,14,3,0.8109302162163288,1.791759469228055,1.340250422618484,1.5700000000000003
2459,1.0,8,1,980,3,3.242982900211434,5.860786223465865,4.8629083820668,103.79
458,1.0,8,1,30,3,1.7209792871670078,2.772588722239781,1.7749523509116738,0.3100000000000005
223,1.0,8,0,16,0,1.1755733298042381,5.017279836814924,1.4060969884160703,0.8399999999999999
75,1.0,8,1,33,3,0.5653138090500605,2.70805020110221,1.8389610707123492,4.53
297,1.0,8,1,14,0,1.3812818192963463,4.204692619390966,1.340250422618484,-0.1599999999999997
237,1.0,8,0,26,3,1.2178757094949273,4.61512051684126,1.682688374173693,2.0
48,1.0,8,1,15,3,0.3987761199573678,2.3978952727983707,1.3737155789130306,2.46
477,1.0,8,1,137,3,1.7544036826842861,2.3978952727983707,2.9861868607104594,14.029999999999998
2463,4.99,8,1,1036,6,3.2445435716167785,5.583120298248974,4.946416721769605,115.02000000000001
678,1.0,8,1,11,3,2.052840859882657,4.61512051684126,1.2325602611778486,-4.359999999999999
3617,1.0,8,1,1443,3,3.6157709822932977,5.303304908059076,5.244863845813947,152.41
3878,4.99,10,1,35,1,3.683615624438837,5.298317366548036,2.355177543113216,-29.25
340,1.0,10,1,44,0,1.4838746894587547,2.3978952727983707,2.043814364036685,3.3100000000000014
245,1.0,8,0,34,3,1.2412685890696329,2.3978952727983707,1.8594181177018698,2.96
52,1.0,7,1,23,0,0.4252677354043441,3.044522437723423,1.6074359097634274,3.46
36,1.0,10,1,13,0,0.31481073984003355,1.791759469228055,1.3056264580524357,2.32
2304,1.0,12,1,119,3,3.1801349965517702,4.9486889658772695,2.8604851241459652,-6.580000000000002
359,1.0,5,0,7,3,1.5260563034950494,4.262539022051294,1.068153081183401,-1.6900000000000002
676,0.0,8,1,109,3,2.050270164379556,3.367295829986474,2.719319793360441,7.4
887,1.0,8,1,303,0,2.2905125117597764,3.9318256327243257,3.7230393057606412,31.509999999999998
154,0.0,8,1,74,3,0.9360933591703348,2.70805020110221,2.362739015813793,8.069999999999999
9117,7.99,10,1,4129,4,4.523851664810503,7.170119543449628,6.302179318670335,453.57
276,0.0,8,1,60,3,1.3270750014599193,4.2626798770413155,2.174751721484161,5.030000000000001
326,1.0,8,1,5,0,1.4516138272405332,4.356708826689592,0.9745596399981308,-1.62
793,1.0,8,1,25,3,2.190535589185423,3.9318256327243257,1.6582280766035324,-3.6900000000000004
30,1.0,10,1,15,3,0.27002713721306015,2.0794415416798357,1.3737155789130306,2.64
324,1.0,5,0,11,0,1.4469189829363254,3.9318256327243257,1.2325602611778486,-0.8199999999999998
862,1.0,10,1,388,3,2.2648832258100344,3.5832411220909393,3.9596696588954994,42.81000000000001
80,1.0,8,1,38,3,0.5933268452777344,2.70805020110221,1.937301774518713,5.130000000000001
85,1.0,5,0,15,3,0.6205764877251099,1.791759469228055,1.3737155789130306,2.0900000000000003
205,1.0,5,0,37,3,1.1184149159642893,1.791759469228055,1.9183921201614211,3.7500000000000004
296,1.0,8,1,31,3,1.3787660946990992,3.9318256327243257,1.7967470107390942,2.06
156,1.0,8,1,60,3,0.9439058989071285,3.58351893845611,2.2823823856765264,7.23
547,1.0,5,0,214,0,1.8687205103641833,2.3978952727983707,3.3951793093365925,23.34
60,1.0,8,1,22,3,0.4762341789963716,2.772588722239781,1.5810384379124023,3.25
467,1.0,5,0,20,3,1.7369512327330598,3.713572066704308,1.5260563034950494,-1.0799999999999996
328,1.0,8,1,54,3,1.4562867329399256,4.2626798770413155,2.199444334074532,4.7299999999999995
362,1.0,8,1,18,3,1.5325568680981427,3.044522437723423,1.4678743481123135,-0.29000000000000004
1005,1.0,7,1,148,0,2.403334996094189,3.044522437723423,3.055886196373738,10.179999999999998
80,1.0,8,1,11,3,0.598836501088704,2.3978952727983707,1.2325602611778486,1.6100000000000003
750,1.0,7,1,269,0,2.1412419425852827,3.044522437723423,3.6101067729485403,28.46
75,1.0,7,1,35,0,0.5653138090500605,3.044522437723423,1.8794650496471605,4.79
48,1.0,10,1,21,0,0.3987761199573678,1.791759469228055,1.5539252025038417,3.24
107,0.0,8,1,53,3,0.7323678937132266,2.70805020110221,2.065596134857783,5.810000000000001
42,1.0,8,1,21,3,0.3576744442718159,2.3978952727983707,1.5539252025038417,3.3
108,1.0,5,0,25,3,0.7371640659767197,1.791759469228055,1.6582280766035324,3.16
73,1.0,8,1,34,3,0.5538851132264376,2.70805020110221,1.8594181177018698,4.68
172,1.0,10,1,9,0,1.0043016091968684,2.3978952727983707,1.1537315878891892,0.43999999999999995
24,0.0,8,1,12,3,0.22314355131420976,2.70805020110221,0.9400072584914712,1.31
315,1.0,8,1,13,3,1.425515074273172,4.262539022051294,1.3056264580524357,-0.4700000000000002
2333,1.0,8,0,521,6,3.1921210875593813,4.605170185988092,4.244630641232919,45.39
144,4.99,8,1,40,6,0.8960880245566356,3.634951112088381,2.4150205223238337,8.74
281,1.0,8,1,135,0,1.3402504226184837,4.61512051684126,2.972975286431375,15.73
2106,1.0,8,1,1016,6,3.0946722214088944,6.90875477931522,4.898436636733773,112.00000000000001
462,1.0,8,1,23,0,1.728109442151599,4.795790545596741,1.6074359097634274,-0.6399999999999997
993,9.9,8,0,14,2,2.392425796993835,4.393213824064446,2.543175557911976,1.7800000000000011
2012,4.99,10,1,37,1,3.051166980442092,5.298317366548036,2.379546134130174,-10.34
69,1.0,8,1,34,3,0.5306282510621704,3.58351893845611,1.8594181177018698,4.72
323,1.0,10,1,91,6,1.4445632692438664,4.025173103360802,2.626840145676667,9.59
368,1.0,8,1,35,3,1.545432582458188,2.7073833121145063,1.8794650496471605,1.8599999999999999
209,1.0,8,1,17,3,1.1314021114911006,2.3978952727983707,1.43746264769429,1.1099999999999999
539,1.0,8,1,150,6,1.8562979903656263,4.07753744390572,3.068052935133617,15.1
335,1.0,8,1,148,6,1.4724720573609429,5.303304908059076,3.055886196373738,16.88
45,1.0,8,1,20,3,0.3852624007906449,2.70805020110221,1.5260563034950494,3.13
1545,1.0,8,1,93,0,2.800933195248924,4.204692619390966,2.645465325910589,-2.370000000000001
198,1.0,10,1,93,0,1.095273387402595,1.791759469228055,2.645465325910589,11.1
35,1.0,10,1,16,0,0.3074846997479606,1.791759469228055,1.4060969884160703,2.72
63,4.99,10,1,5,1,0.49469624183610705,3.711130063048756,1.8931119634883427,5.000000000000002
126,1.0,7,0,22,0,0.8197798314933114,3.044522437723423,1.5810384379124023,2.59
55,5.9,10,1,26,6,0.44468582126144574,3.039749158970765,2.330200260027019,8.719999999999999
947,1.0,8,1,292,3,2.349468678892896,2.7073833121145063,3.687878953780353,29.48
95,7.99,8,0,31,6,0.6729444732424258,3.32862668882732,2.5664866367804233,11.059999999999999
369,1.0,8,1,91,3,1.547562508716013,3.258096538021482,2.626840145676667,9.129999999999999
201,1.0,5,0,21,3,1.1052568313867783,1.791759469228055,1.5539252025038417,1.71
108,5.9,8,1,38,1,0.7371640659767197,2.766319109226186,2.4714836294558595,9.75
46,1.0,10,1,20,3,0.3920420877760237,2.0794415416798357,1.5260563034950494,3.12
388,1.0,8,0,12,0,1.5871923034867808,5.081404364984463,1.269760544863939,-1.33
91,4.9,10,1,24,6,0.6523251860396903,3.254242968705492,2.199444334074532,7.1
1497,4.99,8,1,640,6,2.7713379403381286,3.58351893845611,4.490768925678116,73.21
1406,1.0,10,1,213,0,2.712706012638404,4.356708826689592,3.3908102887756684,14.620000000000001
207,1.0,8,0,12,0,1.1249295969854831,3.9318256327243257,1.269760544863939,0.48
461,1.0,8,1,154,3,1.7263316639055997,2.3978952727983707,3.091951131294534,16.4
32,1.0,10,1,16,0,0.2851789422336624,1.791759469228055,1.4060969884160703,2.75
453,1.0,8,1,17,3,1.7119945007591924,4.9486889658772695,1.43746264769429,-1.33
27,1.0,10,1,11,0,0.2468600779315258,1.791759469228055,1.2325602611778486,2.1500000000000004
948,0.0,5,0,16,3,2.3504224224082058,4.2626798770413155,1.1249295969854831,-7.41
525,1.0,8,0,238,3,1.8341801851120072,3.044522437723423,3.4946877247494945,26.68
41,1.0,10,1,19,0,0.35065687161316933,2.3978952727983707,1.4973884086254776,3.0500000000000003
132,1.0,5,0,37,3,0.8458682675776092,1.791759469228055,1.9183921201614211,4.48
416,1.0,8,1,202,0,1.6428726885203377,5.525413097700675,3.3414473772563813,23.090000000000003
300,1.0,5,0,57,3,1.3887912413184778,1.791759469228055,2.2417729535972883,5.4
75,1.0,8,1,37,3,0.5653138090500605,3.5832411220909393,1.9183921201614211,5.050000000000001
80,0.0,8,1,37,3,0.5933268452777344,2.70805020110221,1.75958057086382,4.0
80,1.0,10,1,18,0,0.5933268452777344,2.3978952727983707,1.4678743481123135,2.53
204,1.0,10,0,31,0,1.1151415906193203,2.3978952727983707,1.7967470107390942,2.9800000000000004
297,1.0,10,1,82,3,1.3812818192963463,4.2626798770413155,2.5384474167160302,8.68
606,1.0,8,0,102,3,1.9558604799084813,3.713572066704308,2.725235025856311,8.19
304,1.0,8,1,12,3,1.3987168811184478,3.258096538021482,1.269760544863939,-0.48999999999999977
655,1.0,8,0,126,3,2.0228711901914416,3.58351893845611,2.911263116927541,10.82
220,1.0,8,1,90,3,1.1662709371419244,2.3978952727983707,2.617395832834079,10.489999999999998
1017,0.0,5,0,15,3,2.414126467726953,3.7612001156935624,1.0818051703517284,-8.23
107,1.0,5,0,11,3,0.7323678937132266,1.791759469228055,1.2325602611778486,1.35
272,1.0,8,0,36,3,1.3164082336557241,3.58351893845611,1.8991179875485542,2.9499999999999997
218,1.0,10,1,41,0,1.1600209167967532,2.3978952727983707,1.9919755158985601,4.140000000000001
43,1.0,10,1,17,0,0.36464311358790924,1.791759469228055,1.43746264769429,2.77
16,1.0,10,1,6,3,0.16551443847757338,2.0794415416798357,1.0224509277025458,1.6
24,1.0,10,1,12,0,0.22314355131420976,1.791759469228055,1.269760544863939,2.31
